327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17,327.17
325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34,325.34
324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87,324.87
321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84,321.84
321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3,321.3
317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95,317.95
317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41,317.41
314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07,314.07
313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54,313.54
310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21,310.21
